season,day_in_season,winning_team_id,winning_team_score,losing_team_id,losing_team_score
1999,139,1345,73,1274,63
1999,139,1396,64,1153,54
1999,143,1163,78,1234,68
1999,143,1211,73,1196,72
1999,143,1326,72,1120,64
1999,143,1385,76,1268,62
1999,144,1181,78,1283,61
1999,144,1246,58,1275,43
1999,144,1277,54,1328,46
1999,144,1396,77,1345,55
1999,145,1163,67,1211,62
1999,145,1326,77,1385,74
1999,146,1181,85,1396,64
1999,146,1277,73,1246,66
1999,152,1163,64,1326,58
1999,152,1181,68,1277,62
1999,154,1163,77,1181,74
2000,136,1112,71,1238,47
2000,136,1120,72,1166,69
2000,136,1211,77,1257,66
2000,136,1235,88,1148,78
2000,136,1246,85,1382,80
2000,136,1261,64,1369,61
2000,136,1268,74,1233,59
2000,136,1277,65,1434,38
2000,136,1328,74,1457,50
2000,136,1345,62,1173,61
2000,136,1385,61,1319,56
2000,136,1393,79,1359,65
2000,136,1400,77,1232,61
2000,136,1417,65,1123,57
2000,136,1428,48,1387,45
2000,136,1458,66,1201,56
2000,137,1153,64,1423,47
2000,137,1163,75,1429,67
2000,137,1181,82,1249,55
2000,137,1196,69,1139,68
2000,137,1228,68,1335,58
2000,137,1242,81,1177,77
2000,137,1274,75,1116,71
2000,137,1314,84,1281,70
2000,137,1326,87,1111,61
2000,137,1329,86,1220,66
2000,137,1337,77,1231,57
2000,137,1371,72,1332,71
2000,137,1390,84,1354,65
2000,137,1396,73,1248,47
2000,137,1397,63,1418,58
2000,137,1409,89,1424,62
2000,138,1211,82,1385,76
2000,138,1235,79,1120,60
2000,138,1261,72,1400,67
2000,138,1277,73,1428,61
2000,138,1345,66,1328,62
2000,138,1393,52,1246,50
2000,138,1417,105,1268,70
2000,138,1458,66,1112,59
2000,139,1181,69,1242,64
2000,139,1196,93,1228,76
2000,139,1274,75,1326,62
2000,139,1314,60,1390,53
2000,139,1329,75,1337,67
2000,139,1371,67,1396,65
2000,139,1397,65,1163,51
2000,139,1409,69,1153,61
2000,143,1235,80,1417,56
2000,143,1277,75,1393,58
2000,143,1345,75,1211,66
2000,143,1458,61,1261,48
2000,144,1196,87,1181,78
2000,144,1314,74,1397,69
2000,144,1329,68,1371,66
2000,144,1409,80,1274,71
2000,145,1277,75,1235,64
2000,145,1458,64,1345,60
2000,146,1196,77,1329,65
2000,146,1314,59,1409,55
2000,152,1196,71,1314,59
2000,152,1277,53,1458,41
2000,154,1277,89,1196,76
2001,134,1322,71,1457,67
2001,136,1130,68,1381,65
2001,136,1153,84,1140,59
2001,136,1181,95,1284,52
2001,136,1207,63,1116,61
2001,136,1209,50,1458,49
2001,136,1214,58,1235,57
2001,136,1234,69,1166,56
2001,136,1245,77,1231,73
2001,136,1246,72,1221,68
2001,136,1268,83,1206,80
2001,136,1281,70,1208,68
2001,136,1386,66,1210,62
2001,136,1390,89,1422,60
2001,136,1417,61,1220,48
2001,136,1425,69,1329,54
2001,136,1429,77,1326,68
2001,137,1112,101,1183,76
2001,137,1139,79,1448,63
2001,137,1150,70,1397,63
2001,137,1196,69,1443,56
2001,137,1201,82,1143,70
2001,137,1211,86,1438,85
2001,137,1228,96,1322,54
2001,137,1232,70,1328,68
2001,137,1242,99,1169,75
2001,137,1277,69,1106,35
2001,137,1279,72,1233,70
2001,137,1314,70,1343,48
2001,137,1323,83,1462,71
2001,137,1336,69,1344,59
2001,137,1393,79,1218,69
2001,137,1396,79,1400,65
2001,138,1153,66,1245,43
2001,138,1181,94,1281,81
2001,138,1207,76,1214,57
2001,138,1246,92,1234,79
2001,138,1268,79,1209,60
2001,138,1390,90,1386,83
2001,138,1417,75,1429,50
2001,138,1425,74,1130,71
2001,139,1112,73,1139,52
2001,139,1211,85,1232,68
2001,139,1228,79,1150,61
2001,139,1242,87,1393,58
2001,139,1277,81,1201,65
2001,139,1279,59,1323,56
2001,139,1336,82,1314,74
2001,139,1396,75,1196,54
2001,143,1181,76,1417,63
2001,143,1268,76,1207,66
2001,143,1390,78,1153,65
2001,143,1425,80,1246,76
2001,144,1112,66,1279,56
2001,144,1228,80,1242,64
2001,144,1277,77,1211,62
2001,144,1396,84,1336,72
2001,145,1181,79,1425,69
2001,145,1268,87,1390,73
2001,146,1112,87,1228,81
2001,146,1277,69,1396,62
2001,152,1112,80,1277,61
2001,152,1181,95,1268,84
2001,154,1181,82,1112,72
2002,134,1373,81,1108,77
2002,136,1104,86,1194,78
2002,136,1112,86,1364,81
2002,136,1181,84,1457,37
2002,136,1231,75,1428,56
2002,136,1242,70,1221,59
2002,136,1245,69,1329,61
2002,136,1246,83,1434,68
2002,136,1281,93,1274,80
2002,136,1323,82,1150,63
2002,136,1326,69,1172,64
2002,136,1332,81,1285,62
2002,136,1390,84,1443,68
2002,136,1409,71,1266,69
2002,136,1423,93,1425,89
2002,136,1448,83,1337,74
2002,136,1461,73,1211,66
2002,137,1143,82,1335,75
2002,137,1153,90,1131,52
2002,137,1163,78,1214,67
2002,137,1166,83,1196,82
2002,137,1208,85,1293,68
2002,137,1228,93,1361,64
2002,137,1268,85,1373,70
2002,137,1280,70,1270,58
2002,137,1301,69,1277,58
2002,137,1328,71,1227,63
2002,137,1338,71,1148,54
2002,137,1356,76,1403,68
2002,137,1400,70,1130,57
2002,137,1417,80,1279,58
2002,137,1458,80,1385,70
2002,137,1462,70,1218,58
2002,138,1112,68,1461,60
2002,138,1181,84,1323,77
2002,138,1231,76,1423,67
2002,138,1242,86,1390,63
2002,138,1245,71,1104,58
2002,138,1246,87,1409,82
2002,138,1281,83,1326,67
2002,138,1332,92,1448,87
2002,139,1163,77,1301,74
2002,139,1228,72,1166,60
2002,139,1268,87,1458,57
2002,139,1328,78,1462,65
2002,139,1338,63,1143,50
2002,139,1356,77,1208,75
2002,139,1400,68,1280,64
2002,139,1417,105,1153,101
2002,143,1231,74,1181,73
2002,143,1245,78,1338,73
2002,143,1281,82,1417,73
2002,143,1328,88,1112,67
2002,144,1163,71,1356,59
2002,144,1242,73,1228,69
2002,144,1268,78,1246,68
2002,144,1332,72,1400,70
2002,145,1231,81,1245,69
2002,145,1328,81,1281,75
2002,146,1242,104,1332,86
2002,146,1268,90,1163,82
2002,152,1231,73,1328,64
2002,152,1268,97,1242,88
2002,154,1268,64,1231,52
2003,134,1421,92,1411,84
2003,136,1112,80,1436,51
2003,136,1113,84,1272,71
2003,136,1141,79,1166,73
2003,136,1143,76,1301,74
2003,136,1163,58,1140,53
2003,136,1181,67,1161,57
2003,136,1211,74,1153,69
2003,136,1228,65,1443,60
2003,136,1242,64,1429,61
2003,136,1266,72,1221,68
2003,136,1281,72,1356,71
2003,136,1323,70,1454,69
2003,136,1328,71,1354,54
2003,136,1390,77,1360,69
2003,136,1409,84,1173,71
2003,136,1458,81,1451,74
2003,137,1120,65,1386,63
2003,137,1139,47,1280,46
2003,137,1196,85,1358,55
2003,137,1231,67,1104,62
2003,137,1246,95,1237,64
2003,137,1257,86,1122,64
2003,137,1268,75,1423,73
2003,137,1277,79,1160,64
2003,137,1329,77,1335,63
2003,137,1338,87,1447,61
2003,137,1345,80,1261,56
2003,137,1393,76,1264,65
2003,137,1400,82,1421,61
2003,137,1428,60,1332,58
2003,137,1448,76,1190,73
2003,137,1462,71,1407,59
2003,138,1112,96,1211,95
2003,138,1163,85,1390,74
2003,138,1181,86,1141,60
2003,138,1242,108,1113,76
2003,138,1266,101,1281,92
2003,138,1323,68,1228,60
2003,138,1328,74,1143,65
2003,138,1458,61,1409,60
2003,139,1120,68,1448,62
2003,139,1139,79,1257,71
2003,139,1246,74,1428,54
2003,139,1268,77,1462,64
2003,139,1277,68,1196,46
2003,139,1338,74,1231,52
2003,139,1393,68,1329,56
2003,139,1400,77,1345,67
2003,143,1112,88,1323,71
2003,143,1242,69,1181,65
2003,143,1246,63,1458,57
2003,143,1266,77,1338,74
2003,144,1277,60,1268,58
2003,144,1328,65,1139,54
2003,144,1393,79,1120,78
2003,144,1400,82,1163,78
2003,145,1242,78,1112,75
2003,145,1266,83,1246,69
2003,146,1393,63,1328,47
2003,146,1400,85,1277,76
2003,152,1242,94,1266,61
2003,152,1393,95,1400,84
2003,154,1393,81,1242,78
2004,134,1197,72,1250,57
2004,136,1104,65,1356,64
2004,136,1163,70,1436,53
2004,136,1177,76,1173,69
2004,136,1181,96,1106,61
2004,136,1211,76,1434,49
2004,136,1264,75,1196,60
2004,136,1268,86,1431,83
2004,136,1305,72,1277,66
2004,136,1314,63,1102,52
2004,136,1371,80,1112,76
2004,136,1386,82,1251,63
2004,136,1390,71,1427,45
2004,136,1393,80,1140,75
2004,136,1400,66,1343,49
2004,136,1403,76,1150,73
2004,136,1448,79,1433,78
2004,137,1130,58,1428,51
2004,137,1153,80,1190,77
2004,137,1210,65,1320,60
2004,137,1228,72,1293,53
2004,137,1242,78,1227,53
2004,137,1246,96,1197,76
2004,137,1272,59,1376,43
2004,137,1280,85,1284,52
2004,137,1301,61,1418,52
2004,137,1329,75,1186,56
2004,137,1334,66,1344,58
2004,137,1338,53,1416,44
2004,137,1412,102,1449,100
2004,137,1435,71,1444,58
2004,137,1458,76,1350,64
2004,137,1462,80,1257,70
2004,138,1104,70,1390,67
2004,138,1163,72,1177,55
2004,138,1181,90,1371,62
2004,138,1305,91,1211,72
2004,138,1386,70,1403,65
2004,138,1393,72,1268,70
2004,138,1400,78,1314,75
2004,138,1448,84,1264,80
2004,139,1210,57,1130,54
2004,139,1228,92,1153,68
2004,139,1242,78,1334,63
2004,139,1329,70,1272,53
2004,139,1338,59,1458,55
2004,139,1412,76,1246,75
2004,139,1435,75,1301,73
2004,139,1462,89,1280,74
2004,143,1104,80,1393,71
2004,143,1163,73,1435,53
2004,143,1329,63,1338,51
2004,143,1386,84,1448,80
2004,144,1181,72,1228,62
2004,144,1210,72,1305,67
2004,144,1242,100,1412,74
2004,144,1462,79,1400,71
2004,145,1163,87,1104,71
2004,145,1329,64,1386,62
2004,146,1181,66,1462,63
2004,146,1210,79,1242,71
2004,152,1163,79,1181,78
2004,152,1210,67,1329,65
2004,154,1163,82,1210,73
2005,134,1324,79,1105,69
2005,136,1112,66,1429,53
2005,136,1130,85,1335,65
2005,136,1153,76,1234,64
2005,136,1211,74,1457,64
2005,136,1228,67,1192,55
2005,136,1246,72,1184,64
2005,136,1305,61,1400,57
2005,136,1328,84,1310,67
2005,136,1334,79,1338,71
2005,136,1403,78,1417,66
2005,136,1412,82,1261,68
2005,136,1428,60,1431,54
2005,136,1448,70,1151,54
2005,136,1449,88,1285,77
2005,136,1452,63,1166,61
2005,136,1454,83,1104,73
2005,137,1137,64,1242,63
2005,137,1163,77,1416,71
2005,137,1181,57,1175,46
2005,137,1196,67,1325,62
2005,137,1210,80,1203,68
2005,137,1235,64,1278,53
2005,137,1257,68,1418,62
2005,137,1277,89,1330,81
2005,137,1280,93,1390,70
2005,137,1301,75,1150,63
2005,137,1314,96,1324,68
2005,137,1329,63,1368,50
2005,137,1356,65,1388,56
2005,137,1436,60,1393,57
2005,137,1437,55,1307,47
2005,137,1458,57,1320,52
2005,138,1112,85,1412,63
2005,138,1228,71,1305,59
2005,138,1246,69,1153,60
2005,138,1403,71,1211,69
2005,138,1428,67,1328,58
2005,138,1449,97,1334,79
2005,138,1452,111,1448,105
2005,138,1454,83,1130,75
2005,139,1181,63,1280,55
2005,139,1257,76,1210,54
2005,139,1277,72,1436,61
2005,139,1301,65,1163,62
2005,139,1314,92,1235,65
2005,139,1329,85,1356,77
2005,139,1437,76,1196,65
2005,139,1458,71,1137,62
2005,143,1112,79,1329,78
2005,143,1228,77,1454,63
2005,143,1257,93,1449,79
2005,143,1452,65,1403,60
2005,144,1246,62,1428,52
2005,144,1277,78,1181,68
2005,144,1314,67,1437,66
2005,144,1458,65,1301,56
2005,145,1228,90,1112,89
2005,145,1257,93,1452,85
2005,146,1277,94,1246,88
2005,146,1314,88,1458,82
2005,152,1228,72,1257,57
2005,152,1314,87,1277,71
2005,154,1314,75,1228,70
2006,134,1284,71,1214,49
2006,136,1104,90,1266,85
2006,136,1130,88,1334,76
2006,136,1181,70,1380,54
2006,136,1196,76,1375,50
2006,136,1203,88,1423,85
2006,136,1211,79,1462,75
2006,136,1228,78,1102,69
2006,136,1231,87,1361,83
2006,136,1261,80,1233,64
2006,136,1285,87,1305,79
2006,136,1397,63,1457,61
2006,136,1401,66,1393,58
2006,136,1417,78,1125,44
2006,136,1449,75,1429,61
2006,136,1454,82,1328,74
2006,136,1455,86,1371,66
2006,137,1112,94,1458,75
2006,137,1133,77,1242,73
2006,137,1137,59,1116,55
2006,137,1163,72,1107,59
2006,137,1206,75,1277,65
2006,137,1207,54,1320,49
2006,137,1246,69,1412,64
2006,137,1272,94,1331,78
2006,137,1301,58,1143,52
2006,137,1314,69,1293,65
2006,137,1322,64,1234,63
2006,137,1326,70,1172,62
2006,137,1338,79,1245,64
2006,137,1400,60,1335,52
2006,137,1437,58,1284,45
2006,137,1452,64,1356,46
2006,138,1130,69,1285,56
2006,138,1181,74,1203,61
2006,138,1196,82,1454,60
2006,138,1211,90,1231,80
2006,138,1261,58,1401,57
2006,138,1417,62,1104,59
2006,138,1449,67,1228,64
2006,138,1455,80,1397,73
2006,139,1133,72,1338,66
2006,139,1163,87,1246,83
2006,139,1206,65,1314,60
2006,139,1207,70,1326,52
2006,139,1272,72,1137,56
2006,139,1400,75,1301,54
2006,139,1437,82,1112,78
2006,139,1452,67,1322,54
2006,143,1261,62,1181,54
2006,143,1272,80,1133,64
2006,143,1400,74,1452,71
2006,143,1417,73,1211,71
2006,144,1163,98,1449,92
2006,144,1196,57,1207,53
2006,144,1206,63,1455,55
2006,144,1437,60,1130,59
2006,145,1261,70,1400,60
2006,145,1417,50,1272,45
2006,146,1196,75,1437,62
2006,146,1206,86,1163,84
2006,152,1196,73,1206,58
2006,152,1417,59,1261,45
2006,154,1196,73,1417,57
2007,134,1310,77,1197,69
2007,136,1130,84,1403,75
2007,136,1139,57,1330,46
2007,136,1207,80,1125,55
2007,136,1231,70,1211,57
2007,136,1257,78,1390,58
2007,136,1268,82,1172,70
2007,136,1277,61,1266,49
2007,136,1314,86,1184,65
2007,136,1326,78,1148,57
2007,136,1338,79,1460,58
2007,136,1401,68,1335,52
2007,136,1417,70,1451,42
2007,136,1433,79,1181,77
2007,136,1435,77,1203,44
2007,136,1450,70,1331,54
2007,136,1462,79,1140,77
2007,137,1196,112,1238,69
2007,137,1242,107,1310,67
2007,137,1246,67,1437,58
2007,137,1272,73,1317,58
2007,137,1305,77,1166,71
2007,137,1332,58,1275,56
2007,137,1345,72,1112,63
2007,137,1356,61,1221,51
2007,137,1397,121,1253,86
2007,137,1400,79,1308,67
2007,137,1424,67,1210,63
2007,137,1425,77,1116,60
2007,137,1438,84,1107,57
2007,137,1439,54,1228,52
2007,137,1457,74,1323,64
2007,137,1458,76,1394,63
2007,138,1139,62,1268,59
2007,138,1207,62,1130,55
2007,138,1314,81,1277,67
2007,138,1326,78,1462,71
2007,138,1338,84,1433,79
2007,138,1401,72,1257,69
2007,138,1417,54,1231,49
2007,138,1435,78,1450,74
2007,139,1196,74,1345,67
2007,139,1242,88,1246,76
2007,139,1272,78,1305,62
2007,139,1332,75,1457,61
2007,139,1356,63,1439,48
2007,139,1397,77,1438,74
2007,139,1424,74,1458,68
2007,139,1425,87,1400,68
2007,143,1242,61,1356,58
2007,143,1272,65,1401,64
2007,143,1326,85,1397,84
2007,143,1417,64,1338,55
2007,144,1196,65,1139,57
2007,144,1207,66,1435,65
2007,144,1314,74,1425,64
2007,144,1332,76,1424,72
2007,145,1326,92,1272,76
2007,145,1417,68,1242,55
2007,146,1196,85,1332,77
2007,146,1207,96,1314,84
2007,152,1196,76,1417,66
2007,152,1326,67,1207,60
2007,154,1196,84,1326,75
2008,134,1291,69,1164,60
2008,136,1181,71,1125,70
2008,136,1242,85,1340,61
2008,136,1243,80,1425,67
2008,136,1266,74,1246,66
2008,136,1277,72,1396,61
2008,136,1323,68,1206,50
2008,136,1338,82,1331,63
2008,136,1345,90,1124,79
2008,136,1390,77,1165,53
2008,136,1401,67,1140,62
2008,136,1417,70,1290,29
2008,136,1424,71,1245,58
2008,136,1450,71,1457,40
2008,136,1452,75,1112,65
2008,136,1458,71,1168,56
2008,136,1462,73,1208,61
2008,137,1116,86,1231,72
2008,137,1139,81,1375,61
2008,137,1172,82,1211,76
2008,137,1207,66,1420,47
2008,137,1257,79,1129,61
2008,137,1272,87,1426,63
2008,137,1274,78,1388,64
2008,137,1280,76,1332,69
2008,137,1314,113,1291,74
2008,137,1328,72,1386,64
2008,137,1360,70,1163,69
2008,137,1373,83,1435,62
2008,137,1397,72,1110,57
2008,137,1400,74,1122,54
2008,137,1437,75,1155,69
2008,137,1443,101,1179,99
2008,138,1242,75,1424,56
2008,138,1277,65,1338,54
2008,138,1390,82,1266,81
2008,138,1417,51,1401,49
2008,138,1450,61,1323,41
2008,138,1452,73,1181,67
2008,138,1458,72,1243,55
2008,138,1462,85,1345,78
2008,139,1172,74,1207,70
2008,139,1257,78,1328,48
2008,139,1272,77,1280,74
2008,139,1314,108,1116,77
2008,139,1397,76,1139,71
2008,139,1400,75,1274,72
2008,139,1437,84,1373,72
2008,139,1443,72,1360,63
2008,143,1257,79,1397,60
2008,143,1314,68,1450,47
2008,143,1417,88,1443,78
2008,143,1462,79,1452,75
2008,144,1172,73,1458,56
2008,144,1242,72,1437,57
2008,144,1272,92,1277,74
2008,144,1400,82,1390,62
2008,145,1314,83,1257,73
2008,145,1417,76,1462,57
2008,146,1242,59,1172,57
2008,146,1272,85,1400,67
2008,152,1242,84,1314,66
2008,152,1272,78,1417,63
2008,154,1242,75,1272,68
2009,134,1287,58,1106,43
2009,136,1163,103,1151,47
2009,136,1181,86,1127,62
2009,136,1211,77,1103,64
2009,136,1261,75,1139,71
2009,136,1268,84,1143,71
2009,136,1272,81,1169,70
2009,136,1276,62,1155,59
2009,136,1314,101,1347,58
2009,136,1328,82,1288,54
2009,136,1345,61,1320,56
2009,136,1400,76,1278,62
2009,136,1401,79,1140,66
2009,136,1417,65,1433,64
2009,136,1437,80,1110,67
2009,136,1443,76,1228,72
2009,136,1449,71,1280,58
2009,137,1112,84,1428,71
2009,137,1113,66,1396,57
2009,137,1156,84,1448,69
2009,137,1173,68,1452,60
2009,137,1242,84,1295,74
2009,137,1257,74,1287,54
2009,137,1266,58,1429,57
2009,137,1277,77,1352,62
2009,137,1281,78,1165,59
2009,137,1329,77,1397,75
2009,137,1338,72,1190,62
2009,137,1373,74,1326,72
2009,137,1393,59,1372,44
2009,137,1425,72,1130,55
2009,137,1458,61,1199,59
2009,137,1462,77,1340,59
2009,138,1163,92,1401,66
2009,138,1181,74,1400,69
2009,138,1211,83,1443,81
2009,138,1272,89,1268,70
2009,138,1314,84,1261,70
2009,138,1328,73,1276,63
2009,138,1345,76,1449,74
2009,138,1437,89,1417,69
2009,139,1112,71,1156,57
2009,139,1242,60,1173,43
2009,139,1257,79,1373,72
2009,139,1277,74,1425,69
2009,139,1281,83,1266,79
2009,139,1338,84,1329,76
2009,139,1393,78,1113,67
2009,139,1462,60,1458,49
2009,143,1163,72,1345,60
2009,143,1281,102,1272,91
2009,143,1338,60,1462,55
2009,143,1437,77,1181,54
2009,144,1257,103,1112,64
2009,144,1277,67,1242,62
2009,144,1314,98,1211,77
2009,144,1328,84,1393,71
2009,145,1163,82,1281,75
2009,145,1437,78,1338,76
2009,146,1277,64,1257,52
2009,146,1314,72,1328,60
2009,152,1277,82,1163,73
2009,152,1314,83,1437,69
2009,154,1314,89,1277,72
2010,134,1115,61,1457,44
2010,136,1124,68,1358,59
2010,136,1139,77,1431,59
2010,136,1140,99,1196,92
2010,136,1242,90,1250,74
2010,136,1243,82,1317,62
2010,136,1246,100,1190,71
2010,136,1293,66,1435,65
2010,136,1307,62,1285,57
2010,136,1320,69,1424,66
2010,136,1325,97,1207,83
2010,136,1330,51,1323,50
2010,136,1388,80,1350,71
2010,136,1397,62,1361,59
2010,136,1437,73,1352,70
2010,136,1448,81,1400,80
2010,136,1449,80,1266,78
2010,137,1143,77,1257,62
2010,137,1165,78,1396,65
2010,137,1181,73,1115,44
2010,137,1210,64,1329,59
2010,137,1211,67,1199,60
2010,137,1268,89,1222,77
2010,137,1277,70,1308,67
2010,137,1281,86,1155,78
2010,137,1326,68,1364,51
2010,137,1338,89,1324,66
2010,137,1345,72,1373,64
2010,137,1393,79,1436,56
2010,137,1401,69,1429,53
2010,137,1452,77,1288,50
2010,137,1458,53,1459,49
2010,137,1462,65,1278,54
2010,138,1124,76,1330,68
2010,138,1139,54,1293,52
2010,138,1243,84,1140,72
2010,138,1246,90,1448,60
2010,138,1320,69,1242,67
2010,138,1388,75,1437,68
2010,138,1397,83,1325,68
2010,138,1449,82,1307,64
2010,139,1165,87,1458,69
2010,139,1181,68,1143,53
2010,139,1277,85,1268,83
2010,139,1326,75,1210,66
2010,139,1345,63,1401,61
2010,139,1393,87,1211,65
2010,139,1452,68,1281,59
2010,139,1462,71,1338,68
2010,143,1139,63,1393,59
2010,143,1243,101,1462,96
2010,143,1246,62,1165,45
2010,143,1452,69,1449,56
2010,144,1124,72,1388,49
2010,144,1181,70,1345,57
2010,144,1277,59,1320,52
2010,144,1397,76,1326,73
2010,145,1139,63,1243,56
2010,145,1452,73,1246,66
2010,146,1181,78,1124,71
2010,146,1277,70,1397,69
2010,152,1139,52,1277,50
2010,152,1181,78,1452,57
2010,154,1181,61,1139,59
2011,134,1155,70,1412,52
2011,134,1421,81,1114,77
2011,135,1427,70,1106,61
2011,135,1433,59,1425,46
2011,136,1139,60,1330,58
2011,136,1140,74,1459,66
2011,136,1153,78,1281,63
2011,136,1163,81,1137,52
2011,136,1196,79,1364,51
2011,136,1211,86,1385,71
2011,136,1243,73,1429,68
2011,136,1246,59,1343,57
2011,136,1287,62,1257,61
2011,136,1338,74,1421,51
2011,136,1350,69,1435,66
2011,136,1361,68,1294,50
2011,136,1396,66,1336,64
2011,136,1417,78,1277,76
2011,136,1452,84,1155,76
2011,136,1458,72,1125,58
2011,137,1112,77,1272,75
2011,137,1181,87,1214,45
2011,137,1199,57,1401,50
2011,137,1206,61,1437,57
2011,137,1228,73,1424,62
2011,137,1242,72,1131,53
2011,137,1266,66,1462,55
2011,137,1276,75,1397,45
2011,137,1314,102,1254,87
2011,137,1323,69,1103,56
2011,137,1326,75,1427,46
2011,137,1345,65,1389,43
2011,137,1393,77,1232,60
2011,137,1400,85,1324,81
2011,137,1433,74,1207,56
2011,137,1449,68,1208,65
2011,138,1139,71,1338,70
2011,138,1140,89,1211,67
2011,138,1163,69,1153,58
2011,138,1196,73,1417,65
2011,138,1246,71,1452,63
2011,138,1350,65,1287,48
2011,138,1361,71,1396,64
2011,138,1458,70,1243,65
2011,139,1112,70,1400,69
2011,139,1181,73,1276,71
2011,139,1199,71,1323,57
2011,139,1242,73,1228,59
2011,139,1266,66,1393,62
2011,139,1314,86,1449,83
2011,139,1326,98,1206,66
2011,139,1433,94,1345,76
2011,143,1112,93,1181,77
2011,143,1139,61,1458,54
2011,143,1163,74,1361,67
2011,143,1196,83,1140,74
2011,144,1242,77,1350,57
2011,144,1246,62,1326,60
2011,144,1314,81,1266,63
2011,144,1433,72,1199,71
2011,145,1139,74,1196,71
2011,145,1163,65,1112,63
2011,146,1246,76,1314,69
2011,146,1433,71,1242,61
2011,152,1139,70,1433,62
2011,152,1163,56,1246,55
2011,154,1163,53,1139,41
2012,134,1140,78,1233,72
2012,134,1443,59,1290,58
2012,135,1378,65,1143,54
2012,135,1436,71,1249,59
2012,136,1124,68,1355,60
2012,136,1160,68,1424,64
2012,136,1211,77,1452,54
2012,136,1231,79,1308,66
2012,136,1235,77,1163,64
2012,136,1243,70,1379,64
2012,136,1246,81,1443,66
2012,136,1257,69,1172,62
2012,136,1266,88,1140,68
2012,136,1293,58,1161,41
2012,136,1307,75,1253,68
2012,136,1326,78,1259,59
2012,136,1393,72,1421,65
2012,136,1433,62,1455,59
2012,136,1435,79,1217,70
2012,136,1458,73,1285,49
2012,137,1153,65,1400,59
2012,137,1166,58,1104,57
2012,137,1196,71,1438,45
2012,137,1199,66,1382,63
2012,137,1207,74,1125,59
2012,137,1242,65,1178,50
2012,137,1250,75,1181,70
2012,137,1277,89,1254,67
2012,137,1301,79,1361,65
2012,137,1313,86,1281,84
2012,137,1314,77,1436,58
2012,137,1325,65,1276,60
2012,137,1345,72,1388,69
2012,137,1378,58,1396,44
2012,137,1387,61,1272,54
2012,137,1462,67,1323,63
2012,138,1124,80,1160,63
2012,138,1231,63,1433,61
2012,138,1246,87,1235,71
2012,138,1257,59,1307,56
2012,138,1266,62,1293,53
2012,138,1326,73,1211,66
2012,138,1393,75,1243,59
2012,138,1458,60,1435,57
2012,139,1153,62,1199,56
2012,139,1196,84,1313,50
2012,139,1242,63,1345,60
2012,139,1277,65,1387,61
2012,139,1301,66,1207,63
2012,139,1314,87,1166,73
2012,139,1325,62,1378,56
2012,139,1462,70,1250,58
2012,143,1196,68,1266,58
2012,143,1257,57,1277,44
2012,143,1326,81,1153,66
2012,143,1393,64,1458,63
2012,144,1124,75,1462,70
2012,144,1242,60,1301,57
2012,144,1246,102,1231,90
2012,144,1314,73,1325,65
2012,145,1257,72,1196,68
2012,145,1326,77,1393,70
2012,146,1242,80,1314,67
2012,146,1246,82,1124,70
2012,152,1242,64,1326,62
2012,152,1246,69,1257,61
2012,154,1246,67,1242,59
2013,134,1299,73,1251,72
2013,134,1388,67,1292,54
2013,135,1241,68,1254,55
2013,135,1247,80,1129,71
2013,136,1112,81,1125,64
2013,136,1139,68,1137,56
2013,136,1143,64,1424,61
2013,136,1161,84,1281,72
2013,136,1211,64,1380,58
2013,136,1217,68,1307,62
2013,136,1257,79,1299,48
2013,136,1266,59,1172,58
2013,136,1272,54,1388,52
2013,136,1276,71,1355,56
2013,136,1277,65,1434,54
2013,136,1332,68,1329,55
2013,136,1387,64,1308,44
2013,136,1393,81,1285,34
2013,136,1433,88,1103,42
2013,136,1455,73,1338,55
2013,137,1166,67,1153,63
2013,137,1181,73,1107,61
2013,137,1195,78,1207,68
2013,137,1196,79,1322,47
2013,137,1228,57,1160,49
2013,137,1231,83,1241,62
2013,137,1235,76,1323,58
2013,137,1242,64,1443,57
2013,137,1247,63,1243,61
2013,137,1274,78,1334,49
2013,137,1278,83,1417,63
2013,137,1279,57,1458,46
2013,137,1314,78,1437,71
2013,137,1326,95,1233,70
2013,137,1361,70,1328,55
2013,137,1396,76,1301,72
2013,138,1112,74,1217,51
2013,138,1257,82,1161,56
2013,138,1266,74,1139,72
2013,138,1276,78,1433,53
2013,138,1277,70,1272,48
2013,138,1332,74,1387,57
2013,138,1393,66,1143,60
2013,138,1455,76,1211,70
2013,139,1181,66,1166,50
2013,139,1195,81,1361,71
2013,139,1196,78,1278,64
2013,139,1231,58,1396,52
2013,139,1242,70,1314,58
2013,139,1247,76,1279,74
2013,139,1274,63,1228,59
2013,139,1326,78,1235,75
2013,143,1266,71,1274,61
2013,143,1326,73,1112,70
2013,143,1393,61,1231,50
2013,143,1455,72,1247,58
2013,144,1181,71,1277,61
2013,144,1196,62,1195,50
2013,144,1257,77,1332,69
2013,144,1276,87,1242,85
2013,145,1393,55,1266,39
2013,145,1455,70,1326,66
2013,146,1257,85,1181,63
2013,146,1276,79,1196,59
2013,152,1257,72,1455,68
2013,152,1276,61,1393,56
2013,154,1257,82,1276,76
2014,134,1107,71,1291,64
2014,134,1301,74,1462,59
2014,135,1142,81,1411,69
2014,135,1397,78,1234,65
2014,136,1163,89,1386,81
2014,136,1173,60,1326,59
2014,136,1196,67,1107,55
2014,136,1217,61,1153,57
2014,136,1257,71,1264,64
